Sales Channel,OrderDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Discount Applied,Revenue,recency,frequency,monetary,R,F,M,rfm_group,rfm_total,segment
In-Store,2018-06-30,9,41,233,13,0.2,2009.46,2,161,403693.28,5,3,2,532,10,Potential Loyalists
In-Store,2018-06-30,12,17,262,5,0.05,2098.44,6,175,534027.38,3,5,5,355,13,Champions
Online,2018-06-30,18,49,6,9,0.075,677.24,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2018-06-30,2,41,159,23,0.05,7088.6,2,161,403693.28,5,3,2,532,10,Potential Loyalists
In-Store,2018-06-30,9,34,148,15,0.075,1322.58,15,176,496418.7,1,5,5,155,11,Cant Lose Group
In-Store,2018-06-30,7,46,102,22,0.075,3044.55,4,157,378414.74,4,3,2,432,9,At Risk Customer
Wholesale,2018-07-01,28,44,362,45,0.075,247.06,3,156,348209.08,5,2,1,521,8,Checker
Wholesale,2018-07-01,25,21,295,40,0.075,180.56,3,164,479383.05,5,4,5,545,14,Champions
Online,2018-07-01,14,7,256,28,0.15,2289.79,3,153,414155.93,5,2,3,523,10,Potential Loyalists
In-Store,2018-07-01,1,48,154,30,0.05,1117.43,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Wholesale,2018-07-01,26,40,270,27,0.05,1069.32,9,150,406016.91,2,1,2,212,5,Need Attention
Online,2018-07-01,13,35,102,40,0.4,3867.37,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2018-07-01,9,21,131,15,0.2,7471.17,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2018-07-02,11,1,160,33,0.075,7801.01,9,152,335933.63,2,2,1,221,5,Need Attention
Online,2018-07-02,15,9,347,5,0.075,12178.19,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2018-07-02,24,9,45,18,0.15,1148.11,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2018-07-02,21,26,238,22,0.4,488.43,11,153,375766.72,1,2,2,122,5,Need Attention
Online,2018-07-02,18,21,128,5,0.05,1366.8,3,164,479383.05,5,4,5,545,14,Champions
Online,2018-07-02,19,6,39,21,0.3,125.29,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2018-07-02,3,14,69,40,0.075,473.56,5,157,381450.02,3,3,2,332,8,At Risk Customer
Wholesale,2018-07-02,27,33,29,35,0.075,563.81,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2018-07-03,4,43,159,20,0.05,10425.87,5,151,372471.34,3,2,2,322,7,At Risk Customer
Wholesale,2018-07-03,26,25,353,12,0.05,2009.46,5,162,461601.95,3,4,4,344,11,Potential Loyalists
In-Store,2018-07-04,4,10,199,20,0.05,1368.41,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Online,2018-07-04,17,45,182,22,0.05,1385.02,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2018-07-04,1,19,358,13,0.2,876.56,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2018-07-04,23,17,80,47,0.3,245.62,6,175,534027.38,3,5,5,355,13,Champions
Wholesale,2018-07-04,25,39,140,29,0.1,2969.77,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2018-07-04,6,11,146,41,0.05,443.88,6,178,487614.24,3,5,5,355,13,Champions
Wholesale,2018-07-04,25,23,104,22,0.05,3407.89,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2018-07-04,12,12,185,23,0.05,18832.9,3,210,616719.31,5,5,5,555,15,Champions
Distributor,2018-07-04,23,44,51,6,0.1,143.51,3,156,348209.08,5,2,1,521,8,Checker
Distributor,2018-07-04,21,31,190,29,0.1,816.06,4,152,398616.83,4,2,2,422,8,At Risk Customer
Wholesale,2018-07-04,26,19,355,27,0.075,486.02,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Wholesale,2018-07-04,28,20,205,19,0.15,241.2,9,167,439147.97,2,4,3,243,9,Cant Lose Group
Online,2018-07-04,15,44,334,45,0.075,1076.19,3,156,348209.08,5,2,1,521,8,Checker
Online,2018-07-05,13,30,242,28,0.1,426.32,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2018-07-05,4,47,162,24,0.075,145.72,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2018-07-05,4,26,255,12,0.075,699.31,11,153,375766.72,1,2,2,122,5,Need Attention
Wholesale,2018-07-05,26,17,24,32,0.075,358.79,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2018-07-05,8,44,278,41,0.1,3287.56,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2018-07-05,5,13,258,27,0.05,4010.35,4,171,441003.32,4,4,3,443,11,At Risk Customer
Wholesale,2018-07-05,27,13,183,23,0.075,4226.36,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2018-07-05,3,9,58,1,0.05,4865.81,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Wholesale,2018-07-05,26,18,83,3,0.3,-141.5,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2018-07-06,23,1,120,29,0.05,19180.22,9,152,335933.63,2,2,1,221,5,Need Attention
Online,2018-07-06,18,38,288,40,0.3,-103.85,8,150,350687.63,2,1,1,211,4,Need Attention
In-Store,2018-07-06,5,43,19,35,0.15,638.91,5,151,372471.34,3,2,2,322,7,At Risk Customer
Online,2018-07-06,16,14,191,33,0.2,607.82,5,157,381450.02,3,3,2,332,8,At Risk Customer
Online,2018-07-06,12,36,278,23,0.1,10336.76,4,156,441225.98,4,2,3,423,9,At Risk Customer
In-Store,2018-07-06,6,21,294,4,0.2,1554.73,3,164,479383.05,5,4,5,545,14,Champions
Online,2018-07-06,18,41,120,32,0.075,379.89,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Wholesale,2018-07-07,28,38,357,7,0.3,239.53,8,150,350687.63,2,1,1,211,4,Need Attention
Wholesale,2018-07-07,27,22,296,35,0.05,5607.5,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2018-07-07,14,4,248,39,0.075,612.05,5,167,526981.0599999999,3,4,5,345,12,Champions
Online,2018-07-07,15,21,333,2,0.075,10629.95,3,164,479383.05,5,4,5,545,14,Champions
Online,2018-07-07,13,17,322,22,0.2,-162.21,6,175,534027.38,3,5,5,355,13,Champions
Online,2018-07-08,19,36,153,31,0.075,856.76,4,156,441225.98,4,2,3,423,9,At Risk Customer
Online,2018-07-08,12,16,46,32,0.05,2777.42,3,135,402938.75,5,1,2,512,8,Potential Loyalists
Online,2018-07-08,15,40,351,4,0.075,1960.42,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2018-07-08,3,8,293,40,0.05,4252.49,5,142,338000.04,3,1,1,311,5,Checker
Wholesale,2018-07-08,28,30,256,13,0.1,3144.64,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2018-07-08,18,48,148,31,0.075,216.41,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2018-07-08,13,13,6,38,0.4,527.62,4,171,441003.32,4,4,3,443,11,At Risk Customer
Distributor,2018-07-08,23,47,62,1,0.05,2948.67,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
Online,2018-07-08,16,6,61,3,0.05,1703.14,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2018-07-08,3,50,188,37,0.15,575.66,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Wholesale,2018-07-09,28,32,150,7,0.05,1939.25,2,173,435206.07,5,5,3,553,13,Potential Loyalists
Distributor,2018-07-09,25,30,39,46,0.15,8757.17,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2018-07-09,15,46,102,22,0.05,106.93,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2018-07-09,3,29,236,3,0.075,6046.35,2,179,531770.74,5,5,5,555,15,Champions
Online,2018-07-09,17,13,312,12,0.1,3730.56,4,171,441003.32,4,4,3,443,11,At Risk Customer
In-Store,2018-07-09,7,44,183,6,0.15,926.21,3,156,348209.08,5,2,1,521,8,Checker
In-Store,2018-07-09,3,4,69,41,0.05,351.75,5,167,526981.0599999999,3,4,5,345,12,Champions
Distributor,2018-07-09,21,22,330,24,0.05,5650.51,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Distributor,2018-07-09,22,38,137,3,0.05,1701.26,8,150,350687.63,2,1,1,211,4,Need Attention
Distributor,2018-07-09,23,13,119,21,0.1,1189.92,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2018-07-09,15,19,283,43,0.1,2757.72,3,165,443231.83,5,4,4,544,13,Potential Loyalists
In-Store,2018-07-10,7,20,81,30,0.2,2974.8,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2018-07-10,10,27,165,7,0.075,2081.89,3,144,336959.79,5,1,1,511,7,Checker
In-Store,2018-07-11,7,14,87,2,0.05,2572.0,5,157,381450.02,3,3,2,332,8,At Risk Customer
Wholesale,2018-07-11,28,30,323,39,0.2,389.2,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Distributor,2018-07-11,21,11,225,2,0.15,940.68,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2018-07-11,11,4,138,37,0.05,16588.53,5,167,526981.0599999999,3,4,5,345,12,Champions
Distributor,2018-07-11,20,45,143,43,0.2,346.12,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2018-07-11,2,6,316,9,0.075,1576.54,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2018-07-11,11,33,216,14,0.05,424.51,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2018-07-11,2,46,342,12,0.2,-306.59,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2018-07-11,2,12,190,45,0.2,-67.54,3,210,616719.31,5,5,5,555,15,Champions
In-Store,2018-07-11,6,48,122,40,0.05,268.54,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2018-07-11,16,43,319,6,0.05,781.49,5,151,372471.34,3,2,2,322,7,At Risk Customer
Distributor,2018-07-11,22,23,96,24,0.05,3191.08,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2018-07-11,7,25,96,11,0.2,7086.12,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Online,2018-07-12,20,39,66,9,0.2,556.1,4,176,471608.09,4,5,4,454,13,Potential Loyalists
In-Store,2018-07-12,11,42,128,37,0.05,450.24,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Distributor,2018-07-12,24,20,1,41,0.075,275.07,9,167,439147.97,2,4,3,243,9,Cant Lose Group
Wholesale,2018-07-12,26,10,273,25,0.075,8177.72,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Online,2018-07-12,16,17,309,24,0.05,4374.83,6,175,534027.38,3,5,5,355,13,Champions
Online,2018-07-12,13,21,103,30,0.15,0.0,3,164,479383.05,5,4,5,545,14,Champions
Distributor,2018-07-12,24,8,258,10,0.075,517.17,5,142,338000.04,3,1,1,311,5,Checker
In-Store,2018-07-12,10,31,149,47,0.05,1065.3,4,152,398616.83,4,2,2,422,8,At Risk Customer
In-Store,2018-07-12,1,5,298,35,0.075,2179.24,30,159,445632.75,1,3,4,134,8,Need Attention
Wholesale,2018-07-12,27,11,273,7,0.2,1913.52,6,178,487614.24,3,5,5,355,13,Champions
Wholesale,2018-07-12,26,35,161,12,0.05,3057.41,10,145,345844.59,2,1,1,211,4,Need Attention
Online,2018-07-12,17,26,29,16,0.05,3878.09,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2018-07-12,1,10,151,22,0.075,2670.69,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Distributor,2018-07-13,24,50,125,45,0.05,4752.18,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Distributor,2018-07-13,22,24,261,7,0.05,112.76,23,151,352505.54,1,2,1,121,4,Need Attention
Distributor,2018-07-13,24,1,115,45,0.05,3123.0,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2018-07-13,4,22,294,1,0.075,3723.93,4,140,401721.77,4,1,2,412,7,Potential Loyalists
In-Store,2018-07-13,10,15,56,14,0.05,873.14,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2018-07-13,6,38,218,13,0.15,7886.44,8,150,350687.63,2,1,1,211,4,Need Attention
In-Store,2018-07-13,2,45,351,23,0.075,1193.94,5,156,407145.0,3,2,3,323,8,At Risk Customer
Online,2018-07-13,13,42,90,3,0.15,495.8,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Distributor,2018-07-13,23,9,345,28,0.1,1005.0,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2018-07-14,20,6,42,16,0.1,6114.42,4,143,392141.08,4,1,2,412,7,Potential Loyalists
Distributor,2018-07-14,25,1,362,27,0.15,7438.34,9,152,335933.63,2,2,1,221,5,Need Attention
In-Store,2018-07-14,4,8,233,7,0.075,1609.61,5,142,338000.04,3,1,1,311,5,Checker
Online,2018-07-14,20,19,220,21,0.1,5473.23,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Online,2018-07-14,18,10,332,34,0.1,5100.58,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Distributor,2018-07-14,21,49,211,44,0.05,221.9,7,152,354161.33,2,2,1,221,5,Need Attention
Distributor,2018-07-15,24,44,90,38,0.05,2532.6,3,156,348209.08,5,2,1,521,8,Checker
Distributor,2018-07-15,21,30,316,30,0.05,1329.28,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2018-07-15,5,37,28,2,0.075,12714.36,11,152,425241.12,1,2,3,123,6,Need Attention
In-Store,2018-07-15,10,8,162,25,0.15,2049.53,5,142,338000.04,3,1,1,311,5,Checker
Online,2018-07-15,18,13,279,29,0.4,194.57,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2018-07-15,18,2,91,30,0.05,2989.27,9,135,327409.14,2,1,1,211,4,Need Attention
Wholesale,2018-07-16,25,42,139,45,0.05,760.58,2,161,427159.63,5,3,3,533,11,Potential Loyalists
In-Store,2018-07-16,7,40,146,8,0.05,242.0,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2018-07-16,1,40,194,36,0.075,1470.32,9,150,406016.91,2,1,2,212,5,Need Attention
Online,2018-07-16,18,17,100,10,0.2,5571.72,6,175,534027.38,3,5,5,355,13,Champions
Online,2018-07-16,15,23,214,14,0.1,1423.75,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Online,2018-07-16,18,28,77,10,0.05,927.28,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2018-07-16,9,41,29,35,0.05,5576.54,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Distributor,2018-07-16,21,29,329,13,0.15,1305.7,2,179,531770.74,5,5,5,555,15,Champions
Distributor,2018-07-16,22,11,41,16,0.05,246.23,6,178,487614.24,3,5,5,355,13,Champions
Online,2018-07-17,19,11,240,28,0.4,-2206.98,6,178,487614.24,3,5,5,355,13,Champions
In-Store,2018-07-17,4,19,331,11,0.05,919.78,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2018-07-17,21,29,85,4,0.1,1898.51,2,179,531770.74,5,5,5,555,15,Champions
Online,2018-07-17,17,18,349,20,0.1,2773.8,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2018-07-17,22,27,311,8,0.05,8839.18,3,144,336959.79,5,1,1,511,7,Checker
In-Store,2018-07-17,9,22,162,16,0.05,4701.79,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Wholesale,2018-07-17,28,29,181,27,0.05,1228.51,2,179,531770.74,5,5,5,555,15,Champions
Online,2018-07-17,19,3,283,36,0.2,511.28,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2018-07-17,7,28,307,4,0.15,271.35,8,145,348495.46,2,1,1,211,4,Need Attention
Wholesale,2018-07-17,27,11,141,4,0.1,1420.67,6,178,487614.24,3,5,5,355,13,Champions
Wholesale,2018-07-18,28,49,72,2,0.2,1470.31,7,152,354161.33,2,2,1,221,5,Need Attention
In-Store,2018-07-18,2,47,120,23,0.2,5740.56,8,168,442845.83999999997,2,4,4,244,10,Cant Lose Group
In-Store,2018-07-18,7,50,152,32,0.05,1447.2,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Distributor,2018-07-18,22,42,57,3,0.075,1946.68,2,161,427159.63,5,3,3,533,11,Potential Loyalists
Online,2018-07-18,12,21,228,1,0.15,1316.95,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2018-07-18,6,41,37,4,0.2,-116.38,2,161,403693.28,5,3,2,532,10,Potential Loyalists
Distributor,2018-07-18,22,50,76,21,0.075,12371.15,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Online,2018-07-18,19,13,255,18,0.05,880.58,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2018-07-19,15,9,186,22,0.05,299.09,8,171,500166.4,2,4,5,245,11,Cant Lose Group
In-Store,2018-07-19,1,35,68,40,0.075,8329.44,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2018-07-19,8,1,364,13,0.05,391.95,9,152,335933.63,2,2,1,221,5,Need Attention
Online,2018-07-19,13,17,174,44,0.1,574.06,6,175,534027.38,3,5,5,355,13,Champions
Online,2018-07-19,13,35,2,1,0.075,6550.86,10,145,345844.59,2,1,1,211,4,Need Attention
Online,2018-07-19,15,6,157,35,0.05,2141.86,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2018-07-19,3,6,106,46,0.1,914.55,4,143,392141.08,4,1,2,412,7,Potential Loyalists
In-Store,2018-07-19,4,15,277,37,0.075,7790.76,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2018-07-19,5,20,328,39,0.075,506.52,9,167,439147.97,2,4,3,243,9,Cant Lose Group
In-Store,2018-07-20,12,28,302,27,0.05,3987.84,8,145,348495.46,2,1,1,211,4,Need Attention
Online,2018-07-20,15,16,65,5,0.05,1460.47,3,135,402938.75,5,1,2,512,8,Potential Loyalists
In-Store,2018-07-20,1,15,40,42,0.15,991.6,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Online,2018-07-20,13,41,4,12,0.1,1017.06,2,161,403693.28,5,3,2,532,10,Potential Loyalists
In-Store,2018-07-20,1,16,56,8,0.05,1688.4,3,135,402938.75,5,1,2,512,8,Potential Loyalists
Distributor,2018-07-20,20,19,139,42,0.15,269.34,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Online,2018-07-20,14,21,70,5,0.2,415.4,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2018-07-20,1,43,360,8,0.15,6137.54,5,151,372471.34,3,2,2,322,7,At Risk Customer
Online,2018-07-21,17,21,321,2,0.075,4976.56,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2018-07-21,10,37,214,27,0.2,2251.2,11,152,425241.12,1,2,3,123,6,Need Attention
Online,2018-07-21,20,33,268,13,0.4,928.62,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2018-07-21,7,21,54,12,0.1,3173.12,3,164,479383.05,5,4,5,545,14,Champions
Online,2018-07-21,19,48,95,12,0.1,1933.95,10,172,424970.73,2,5,3,253,10,Cant Lose Group
In-Store,2018-07-21,4,33,11,41,0.05,304.85,4,156,495444.29,4,2,5,425,11,Champions
Online,2018-07-21,19,26,304,38,0.15,953.48,11,153,375766.72,1,2,2,122,5,Need Attention
Distributor,2018-07-21,22,12,288,30,0.075,14709.01,3,210,616719.31,5,5,5,555,15,Champions
Distributor,2018-07-21,24,30,291,20,0.075,121.81,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2018-07-21,17,38,123,36,0.05,984.1,8,150,350687.63,2,1,1,211,4,Need Attention
Distributor,2018-07-21,20,23,166,14,0.1,2213.68,12,164,449782.3,1,4,4,144,9,Cant Lose Group
Online,2018-07-22,18,46,204,40,0.05,2093.62,4,157,378414.74,4,3,2,432,9,At Risk Customer
Online,2018-07-22,18,15,295,1,0.075,261.7,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2018-07-22,12,34,207,26,0.05,2616.35,15,176,496418.7,1,5,5,155,11,Cant Lose Group
Distributor,2018-07-22,25,45,75,24,0.2,-1243.52,5,156,407145.0,3,2,3,323,8,At Risk Customer
In-Store,2018-07-22,12,15,77,42,0.075,5573.53,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Distributor,2018-07-22,22,19,134,3,0.1,883.19,3,165,443231.83,5,4,4,544,13,Potential Loyalists
Distributor,2018-07-22,21,1,211,47,0.1,1271.73,9,152,335933.63,2,2,1,221,5,Need Attention
Distributor,2018-07-22,24,15,127,27,0.075,4190.85,4,142,441668.35,4,1,4,414,9,Potential Loyalists
Distributor,2018-07-22,24,50,194,33,0.05,1454.84,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Online,2018-07-22,18,39,157,42,0.075,1701.06,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2018-07-22,23,30,211,47,0.075,946.71,4,159,442372.43,4,3,4,434,11,Potential Loyalists
In-Store,2018-07-22,1,31,19,20,0.075,114.24,4,152,398616.83,4,2,2,422,8,At Risk Customer
Online,2018-07-22,17,14,201,35,0.05,2682.14,5,157,381450.02,3,3,2,332,8,At Risk Customer
Wholesale,2018-07-22,26,26,76,8,0.1,1643.78,11,153,375766.72,1,2,2,122,5,Need Attention
Distributor,2018-07-22,22,40,354,12,0.15,1910.3,9,150,406016.91,2,1,2,212,5,Need Attention
Distributor,2018-07-22,24,43,343,27,0.075,3676.29,5,151,372471.34,3,2,2,322,7,At Risk Customer
In-Store,2018-07-22,4,5,365,41,0.05,75.17,30,159,445632.75,1,3,4,134,8,Need Attention
Online,2018-07-23,17,28,309,17,0.2,1551.72,8,145,348495.46,2,1,1,211,4,Need Attention
In-Store,2018-07-23,1,21,151,13,0.15,83.62,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2018-07-23,9,4,296,46,0.1,4057.52,5,167,526981.0599999999,3,4,5,345,12,Champions
In-Store,2018-07-23,5,23,364,25,0.15,60.3,12,164,449782.3,1,4,4,144,9,Cant Lose Group
In-Store,2018-07-23,6,35,95,8,0.2,2390.02,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2018-07-23,12,25,65,34,0.2,8614.59,5,162,461601.95,3,4,4,344,11,Potential Loyalists
Wholesale,2018-07-23,28,21,255,11,0.075,7203.44,3,164,479383.05,5,4,5,545,14,Champions
In-Store,2018-07-24,2,48,7,6,0.05,3859.2,10,172,424970.73,2,5,3,253,10,Cant Lose Group
In-Store,2018-07-24,3,50,125,21,0.075,203.41,16,163,498385.06,1,4,5,145,10,Cant Lose Group
Wholesale,2018-07-24,27,30,255,41,0.075,2926.66,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Distributor,2018-07-24,22,27,41,6,0.075,1993.92,3,144,336959.79,5,1,1,511,7,Checker
Online,2018-07-24,20,31,41,32,0.075,2926.66,4,152,398616.83,4,2,2,422,8,At Risk Customer
Online,2018-07-24,12,5,107,12,0.075,7587.08,30,159,445632.75,1,3,4,134,8,Need Attention
Distributor,2018-07-24,20,10,147,17,0.05,100.84,15,158,435122.22000000003,1,3,3,133,7,Need Attention
Online,2018-07-24,16,15,206,14,0.075,6446.74,4,142,441668.35,4,1,4,414,9,Potential Loyalists
In-Store,2018-07-25,9,1,115,32,0.1,199.39,9,152,335933.63,2,2,1,221,5,Need Attention
Distributor,2018-07-25,24,8,109,8,0.075,29.31,5,142,338000.04,3,1,1,311,5,Checker
Wholesale,2018-07-25,28,22,297,11,0.1,996.62,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Online,2018-07-25,18,28,114,4,0.4,4073.6,8,145,348495.46,2,1,1,211,4,Need Attention
Wholesale,2018-07-25,27,28,138,10,0.075,419.19,8,145,348495.46,2,1,1,211,4,Need Attention
Distributor,2018-07-25,23,40,148,41,0.05,431.48,9,150,406016.91,2,1,2,212,5,Need Attention
Online,2018-07-25,16,3,309,11,0.075,328.47,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Online,2018-07-25,12,21,151,44,0.075,2475.38,3,164,479383.05,5,4,5,545,14,Champions
Wholesale,2018-07-25,25,3,266,22,0.4,-242.81,10,181,466220.17,2,5,4,254,11,Cant Lose Group
In-Store,2018-07-25,4,16,242,2,0.2,1452.83,3,135,402938.75,5,1,2,512,8,Potential Loyalists
Online,2018-07-25,17,31,150,12,0.1,2766.56,4,152,398616.83,4,2,2,422,8,At Risk Customer
Distributor,2018-07-26,24,26,349,30,0.1,303.91,11,153,375766.72,1,2,2,122,5,Need Attention
In-Store,2018-07-26,12,30,237,11,0.1,5206.17,4,159,442372.43,4,3,4,434,11,Potential Loyalists
Online,2018-07-26,13,17,190,13,0.1,5542.78,6,175,534027.38,3,5,5,355,13,Champions
In-Store,2018-07-26,7,46,82,7,0.05,447.56,4,157,378414.74,4,3,2,432,9,At Risk Customer
In-Store,2018-07-26,11,39,214,10,0.15,5952.41,4,176,471608.09,4,5,4,454,13,Potential Loyalists
Distributor,2018-07-26,23,29,275,41,0.2,8451.38,2,179,531770.74,5,5,5,555,15,Champions
Online,2018-07-26,12,22,168,29,0.4,-1444.52,4,140,401721.77,4,1,2,412,7,Potential Loyalists
Wholesale,2018-07-26,25,37,332,37,0.1,4765.04,11,152,425241.12,1,2,3,123,6,Need Attention
Distributor,2018-07-26,22,9,104,35,0.2,1101.21,8,171,500166.4,2,4,5,245,11,Cant Lose Group
Distributor,2018-07-26,21,3,245,19,0.2,1472.33,10,181,466220.17,2,5,4,254,11,Cant Lose Group
Distributor,2018-07-26,23,13,327,45,0.075,5016.16,4,171,441003.32,4,4,3,443,11,At Risk Customer
Online,2018-07-26,20,38,104,8,0.075,12677.47,8,150,350687.63,2,1,1,211,4,Need Attention
Distributor,2018-07-27,23,48,136,29,0.075,3344.24,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Online,2018-07-27,16,18,6,46,0.15,499.28,6,186,451637.75,3,5,4,354,12,Potential Loyalists
Distributor,2018-07-28,25,35,109,45,0.15,74.37,10,145,345844.59,2,1,1,211,4,Need Attention
In-Store,2018-07-28,1,40,362,6,0.075,185.93,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2018-07-28,12,2,280,45,0.05,540.29,9,135,327409.14,2,1,1,211,4,Need Attention
In-Store,2018-07-28,8,40,214,21,0.05,6255.52,9,150,406016.91,2,1,2,212,5,Need Attention
In-Store,2018-07-28,7,25,223,7,0.15,2279.34,5,162,461601.95,3,4,4,344,11,Potential Loyalists
In-Store,2018-07-29,12,11,99,46,0.4,-2020.45,6,178,487614.24,3,5,5,355,13,Champions
Wholesale,2018-07-29,28,31,187,20,0.15,0.0,4,152,398616.83,4,2,2,422,8,At Risk Customer
Online,2018-07-29,15,46,292,14,0.1,1409.14,4,157,378414.74,4,3,2,432,9,At Risk Customer
Distributor,2018-07-29,21,48,315,8,0.2,1005.67,10,172,424970.73,2,5,3,253,10,Cant Lose Group
Distributor,2018-07-29,20,33,35,26,0.4,2264.06,4,156,495444.29,4,2,5,425,11,Champions
In-Store,2018-07-29,2,1,199,2,0.1,1700.12,9,152,335933.63,2,2,1,221,5,Need Attention
